source,target,value
Continuous time-series data,Temperature of section 13 - 118(345°),1
Continuous time-series data,Average temperature of section 13,1
Continuous time-series data,Temperature of section 14 - 119(45°),1
Continuous time-series data,Temperature of section 14 - 120(75°),1
Continuous time-series data,Temperature of section 14 - 121(105°),1
Continuous time-series data,Temperature of section 14 - 122(135°),1
Continuous time-series data,Temperature of section 14 - 123(180°),1
Continuous time-series data,Temperature of section 14 - 124(210°),1
Continuous time-series data,Temperature of section 14 - 125(245°),1
Continuous time-series data,Temperature of section 14 - 126(275°),1
Continuous time-series data,Temperature of section 14 - 127(325°),1
Continuous time-series data,Temperature of section 14 - 128(345°),1
Continuous time-series data,Average temperature of section 14,1
Continuous time-series data,Temperature of section 15 - 129(45°),1
Continuous time-series data,Temperature of section 15 - 130(75°),1
Continuous time-series data,Temperature of section 15 - 131(105°),1
Continuous time-series data,Temperature of section 15 - 132(150°),1
Continuous time-series data,Temperature of section 15 - 133(180°),1
Continuous time-series data,Temperature of section 15 - 134(210°),1
Continuous time-series data,Temperature of section 15 - 135(245°),1
Continuous time-series data,Temperature of section 15 - 136(290°),1
Continuous time-series data,Temperature of section 15 - 137(325°),1
Continuous time-series data,Temperature of section 15 - 138(345°),1
Continuous time-series data,Average temperature of section 15,1
Continuous time-series data,Temperature of section 17 - 139(45°),1
Continuous time-series data,Temperature of section 17 - 140(90°),1
Continuous time-series data,Temperature of section 17 - 141(135°),1
Continuous time-series data,Temperature of section 17 - 142(180°),1
Continuous time-series data,Temperature of section 17 - 143(225°),1
Continuous time-series data,Temperature of section 17 - 144(275°),1
Continuous time-series data,Temperature of section 17 - 145(325°),1
Continuous time-series data,Temperature of section 17 - 146(345°),1
Continuous time-series data,Average temperature of section 17,1
Continuous time-series data,Temperature of furnace foundation - 001(345°),1
Continuous time-series data,Average temperature of furnace foundation,1
Continuous time-series data,Temperature of furnace bottom carbon brick - 002(275°),1
Continuous time-series data,Temperature of furnace bottom carbon brick - 003(290°),1
Continuous time-series data,Temperature of furnace bottom carbon brick - 004(305°),1
Continuous time-series data,Temperature of furnace bottom carbon brick - 005(325°),1
Continuous time-series data,Temperature of furnace bottom carbon brick - 006(345°),1
Continuous time-series data,Average temperature of furnace bottom carbon brick,1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 001(30°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 002(45°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 003(60°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 004(90°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 005(105°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 006(135°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 007(150°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 008(180°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 009(210°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 010(225°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 011(245°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 012(290°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 013(305°),1
Continuous time-series data,Temperature of furnace hearth shell of section 2 - 014(325°),1
Continuous time-series data,Average temperature of furnace hearth shell of section 2,1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 015(30°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 016(75°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 017(105°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 018(150°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 019(210°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 020(245°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 021(290°),1
Continuous time-series data,Temperature of furnace hearth shell of section 3 - 022(345°),1
Continuous time-series data,Average temperature of furnace hearth shell of section 3,1
Continuous time-series data,Temperature of furnace lining of section 6 - 001(90°),1
Continuous time-series data,Temperature of furnace lining of section 6 - 002(180°),1
Continuous time-series data,Temperature of furnace lining of section 6 - 003(260°),1
Continuous time-series data,Temperature of furnace lining of section 6 - 004(345°),1
Continuous time-series data,Average temperature of furnace lining of section 6,1
Continuous time-series data,Temperature of furnace lining of section 7 - 005(90°),1
Continuous time-series data,Temperature of furnace lining of section 7 - 006(180°),1
Continuous time-series data,Temperature of furnace lining of section 7 - 007(275°),1
Continuous time-series data,Temperature of furnace lining of section 7 - 008(345°),1
Continuous time-series data,Average temperature of furnace lining of section 7,1
Continuous time-series data,Temperature of furnace lining of section 8 - 009(90°),1
Continuous time-series data,Temperature of furnace lining of section 8 - 010(180°),1
Continuous time-series data,Temperature of furnace lining of section 8 - 011(260°),1
Continuous time-series data,Temperature of furnace lining of section 8 - 012(345°),1
Continuous time-series data,Average temperature of furnace lining of section 8,1
Continuous time-series data,Temperature of furnace lining of section 9 - 013(90°),1
Continuous time-series data,Temperature of furnace lining of section 9 - 014(180°),1
Continuous time-series data,Temperature of furnace lining of section 9 - 015(275°),1
Continuous time-series data,Temperature of furnace lining of section 9 - 016(345°),1
Continuous time-series data,Average temperature of furnace lining of section 9,1
Continuous time-series data,Temperature of furnace lining of section 10 - 017(60°),1
Continuous time-series data,Temperature of furnace lining of section 10 - 018(120°),1
Continuous time-series data,Temperature of furnace lining of section 10 - 019(180°),1
Continuous time-series data,Temperature of furnace lining of section 10 - 020(245°),1
Continuous time-series data,Temperature of furnace lining of section 10 - 021(290°),1
Continuous time-series data,Temperature of furnace lining of section 10 - 022(345°),1
Continuous time-series data,Average temperature of furnace lining of section 10,1
Continuous time-series data,Temperature of furnace lining of section 11 - 023(60°),1
Continuous time-series data,Temperature of furnace lining of section 11 - 024(120°),1
Continuous time-series data,Temperature of furnace lining of section 11 - 025(180°),1
Continuous time-series data,Temperature of furnace lining of section 11 - 026(245°),1
Continuous time-series data,Temperature of furnace lining of section 11 - 027(305°),1
Continuous time-series data,Temperature of furnace lining of section 11 - 028(345°),1
Continuous time-series data,Average temperature of furnace lining of section 11,1
Continuous time-series data,Temperature of furnace lining of section 12 - 029(60°),1
Continuous time-series data,Temperature of furnace lining of section 12 - 030(120°),1
Continuous time-series data,Temperature of furnace lining of section 12 - 031(180°),1
Continuous time-series data,Temperature of furnace lining of section 12 - 032(245°),1
Continuous time-series data,Temperature of furnace lining of section 12 - 033(290°),1
Continuous time-series data,Temperature of furnace lining of section 12 - 034(345°),1
Continuous time-series data,Average temperature of furnace lining of section 12,1
Continuous time-series data,Temperature of furnace lining of section 13 - 035(60°),1
Continuous time-series data,Temperature of furnace lining of section 13 - 036(120°),1
Continuous time-series data,Temperature of furnace lining of section 13 - 037(180°),1
Continuous time-series data,Temperature of furnace lining of section 13 - 038(245°),1
Continuous time-series data,Temperature of furnace lining of section 13 - 039(305°),1
Continuous time-series data,Temperature of furnace lining of section 13 - 040(345°),1
Continuous time-series data,Average temperature of furnace lining of section 13,1
Continuous time-series data,Temperature of furnace lining of section 14 - 041(60°),1
Continuous time-series data,Temperature of furnace lining of section 14 - 042(120°),1
Continuous time-series data,Temperature of furnace lining of section 14 - 043(180°),1
Continuous time-series data,Temperature of furnace lining of section 14 - 044(245°),1
Continuous time-series data,Temperature of furnace lining of section 14 - 045(290°),1
Continuous time-series data,Temperature of furnace lining of section 14 - 046(345°),1
Continuous time-series data,Average temperature of furnace lining of section 14,1
Continuous time-series data,Temperature of furnace lining of section 15 - 047(60°),1
Continuous time-series data,Temperature of furnace lining of section 15 - 048(120°),1
Continuous time-series data,Temperature of furnace lining of section 15 - 049(180°),1
Continuous time-series data,Temperature of furnace lining of section 15 - 050(245°),1
Continuous time-series data,Temperature of furnace lining of section 15 - 051(305°),1
Continuous time-series data,Temperature of furnace lining of section 15 - 052(345°),1
Continuous time-series data,Average temperature of furnace lining of section 15,1
Binary status data,Start of furnace top shut-off valve,1
Binary status data,Start of main belt-remote control valve,1
Binary status data,Start of mixed air control valve,1
Binary status data,Start of blow-off valve about cold air,1
Continuous time-series data,Hot blast temperature,1
Continuous time-series data,Flow rate of cold air,1
Continuous time-series data,Pressure of cold air,1
Continuous time-series data,Humidity of cold air,1
Continuous time-series data,Temperature of cold air,1
Continuous time-series data,Material column difference,1
Continuous time-series data,Stockline height of left probe,1
Continuous time-series data,Stockline height of right probe,1
Continuous time-series data,Height of radar stock rod,1
Continuous time-series data,Temperature difference of whole furnace,1
Continuous time-series data,Current of 1# rotating device,1
Continuous time-series data,Current of 2# rotating device,1
Continuous time-series data,Material type of hopper,1
Continuous time-series data,Material type of hoisting bucket,1
Continuous time-series data,Opening value of main belt-remote control valve,1
Continuous time-series data,Opening value of furnace top shut-off valve,1
Continuous time-series data,Opening value of mixed air control valve,1
Continuous time-series data,Opening value of blow-off valve about cold air,1
Continuous time-series data,Temperature of furnace top - Southeast,1
Continuous time-series data,Temperature of furnace top - Northwest,1
Continuous time-series data,Temperature of furnace top - Northeast,1
Continuous time-series data,Temperature of furnace top - Southwest,1
Continuous time-series data,Temperature of furnace top - Range,1
Continuous time-series data,Pressure of furnace top - Southeast,1
Continuous time-series data,Pressure of furnace top - Northwest,1
Continuous time-series data,Pressure of furnace top - Northeast,1
Continuous time-series data,Pressure of furnace top - Southwest,1
Continuous time-series data,Pressure of furnace top - Range,1
Continuous time-series data,Weight of 1# hoisting bucket,1
Continuous time-series data,Weight of 2# hoisting bucket,1
Continuous time-series data,Center temperature of furnace top cross temperature measurement,1
Continuous time-series data,Sub-center temperature of furnace top cross temperature measurement,1
Continuous time-series data,Dumping angle,1
Continuous time-series data,Accumulated volume of cold air,1
Continuous time-series data,Static pressure of section 15 about furnace body,1
Continuous time-series data,Static pressure of section 13 about furnace body,1
Continuous time-series data,Static pressure of section 11 about furnace body,1
Continuous time-series data,Upper static pressure differential of furnace body,1
Continuous time-series data,Upper-middle static pressure differential of furnace body,1
Continuous time-series data,Middle static pressure differential of furnace body,1
Continuous time-series data,Lower static pressure differential of furnace body,1
Continuous time-series data,Weight of 1# pulverized coal injection tank,1
Continuous time-series data,Weight of 2# pulverized coal injection tank,1
Continuous time-series data,Weight of 3# pulverized coal injection tank,1
Continuous time-series data,Hourly total volume of pulverized coal injection,1
Continuous time-series data,CO2 content of coal gas,1
Continuous time-series data,CO content of coal gas,1
Continuous time-series data,H2 content of coal gas,1
Continuous time-series data,N2 content of coal gas,1
Continuous time-series data,CH4 content of coal gas,1
Continuous time-series data,Temperature of bag inlet,1
Continuous time-series data,Hourly count of batch,1
Continuous time-series data,Total count of batch,1
Continuous time-series data,Whole furnace temperature difference of blast furnace,1
Continuous time-series data,Pressure of oxygen-enriched,1
Continuous time-series data,Flow rate of oxygen-enriched,2
Continuous time-series data,Standard blast velocity,1
Continuous time-series data,Actual blast velocity,1
Continuous time-series data,Pressure of nitrogen about gas-tight box,1
Continuous time-series data,1# Hot stove – Temperature of waste gas,1
Continuous time-series data,2# Hot stove – Temperature of waste gas,1
Continuous time-series data,3# Hot stove – Temperature of waste gas,1
Continuous time-series data,Flow rate of return water about hot blast stove,1
Continuous time-series data,Flow rate of water supply about hot blast stove,1
Continuous time-series data,Pressure of water supply about hot blast stove,1
Continuous time-series data,Pressure of expansion tank about hot blast stove,1
Continuous time-series data,Liquid level of expansion tank about hot blast stove,1
Continuous time-series data,Temperature of saturated steam,1
Continuous time-series data,Pressure of compressed air,1
Continuous time-series data,Flow rate of 1# water supply pipe,1
Continuous time-series data,Flow rate of 2# water supply pipe,1
Continuous time-series data,Temperature of 1# water supply pipe,1
Continuous time-series data,Temperature of 2# water supply pipe,1
Continuous time-series data,Pressure of 1# water supply pipe,1
Continuous time-series data,Pressure of 2# water supply pipe,1
Continuous time-series data,Flow rate of 1# return water pipe,1
Continuous time-series data,Flow rate of 2# return water pipe,1
Continuous time-series data,Temperature of 1# return water pipe,1
Continuous time-series data,Temperature of 2# return water pipe,1
Continuous time-series data,Pressure of 1# return water pipe,1
Continuous time-series data,Pressure of 2# return water pipe,1
Continuous time-series data,Pressure of 1# high-pressure water supply pipe,1
Continuous time-series data,Pressure of 2# high-pressure water supply pipe,1
Continuous time-series data,Flow rate of 1# high-pressure water supply pipe,1
Continuous time-series data,Flow rate of 2# high-pressure water supply pipe,1
Continuous time-series data,Temperature of 1# high-pressure water supply pipe,1
Continuous time-series data,Temperature of 2# high-pressure water supply pipe,1
Continuous time-series data,Liquid level of main body expansion tank,1
Continuous time-series data,Pressure of main body expansion tank,1
Response data,Gas utilization rate,1
Response data,K Value (Evaluation index of blast furnace operation status),1
Response data,Permeability index,1
Response data,Bosh gas volume,1
Response data,Furnace hearth activity,1
Response data,Rate of Oxygen-Enriched,1
Response data,Blast kinetic energy,1
Response data,Theoretical combustion temperature,1
Binary status data,Start of flow control valve,1
Continuous time-series data,Opening value of flow control valve,1
Continuous time-series data,Temperature of oxygen-enriched pipe,1
Continuous time-series data,Pressure of flow control valve inlet,1
Continuous time-series data,Pressure of flow control valve outlet,1
Binary status data,Start of 1# oxygen-enriched manual shut-off valve,1
Binary status data,Start of 2# oxygen-enriched manual shut-off valve,1
Binary status data,Start of 1# nitrogen manual shut-off valve,1
Binary status data,Start of 2# nitrogen manual shut-off valve,1
Binary status data,Start of 3# nitrogen manual shut-off valve,1
Controllable data,Opening value of 1# oxygen-enriched manual shut-off valve,1
Controllable data,Opening value of 2# oxygen-enriched manual shut-off valve,1
Controllable data,Opening value of 1# nitrogen manual shut-off valve,1
Controllable data,Opening value of 2# nitrogen manual shut-off valve,1
Controllable data,Opening value of 3# nitrogen manual shut-off valve,1
